locus_tag	ftype	length_bp	gene	EC_number	COG	product
JKDPDCFA_01913	CDS	1059	amiE	3.5.1.28		N-acetylmuramyl-L-alanine amidase
JKDPDCFA_01914	CDS	954				hypothetical protein
JKDPDCFA_01915	CDS	1476	hpnE	1.17.8.1	COG2907	Hydroxysqualene dehydroxylase
JKDPDCFA_01916	CDS	963				hypothetical protein
JKDPDCFA_01917	CDS	756	crnA	3.5.2.10		Creatinine amidohydrolase
JKDPDCFA_01918	CDS	627	soj_1	3.6.-.-	COG1192	Chromosome-partitioning ATPase Soj
JKDPDCFA_01919	CDS	270				hypothetical protein
JKDPDCFA_01920	CDS	960	ldcA	3.4.17.13	COG1619	Murein tetrapeptide carboxypeptidase
JKDPDCFA_01921	CDS	1611				hypothetical protein
JKDPDCFA_01922	CDS	456				hypothetical protein
JKDPDCFA_01923	CDS	447				hypothetical protein
JKDPDCFA_01924	tRNA	76				tRNA-Glu(ctc)
JKDPDCFA_01925	CDS	693	gph_1	3.1.3.18	COG0546	Phosphoglycolate phosphatase
JKDPDCFA_01926	CDS	567				hypothetical protein
JKDPDCFA_01927	CDS	657				hypothetical protein
JKDPDCFA_01928	CDS	678			COG1842	Phage shock protein A 
JKDPDCFA_01929	CDS	1272				hypothetical protein
JKDPDCFA_01930	CDS	918				hypothetical protein
JKDPDCFA_01931	CDS	582				hypothetical protein
JKDPDCFA_01932	tRNA	87				tRNA-Leu(taa)
JKDPDCFA_01933	CDS	984	xerC_5			Tyrosine recombinase XerC
JKDPDCFA_01934	CDS	906				hypothetical protein
JKDPDCFA_01935	CDS	5241				hypothetical protein
JKDPDCFA_01936	CDS	177				hypothetical protein
JKDPDCFA_01937	CDS	471		3.1.-.-		Ribonuclease VapC46
JKDPDCFA_01938	CDS	279				hypothetical protein
JKDPDCFA_01939	CDS	255				hypothetical protein
JKDPDCFA_01940	CDS	441				hypothetical protein
JKDPDCFA_01941	CDS	357				hypothetical protein
JKDPDCFA_01942	CDS	417				hypothetical protein
JKDPDCFA_01943	CDS	1218				IS256 family transposase ISPeth3
JKDPDCFA_01944	CDS	225				hypothetical protein
JKDPDCFA_01945	CDS	288				hypothetical protein
JKDPDCFA_01946	CDS	942				hypothetical protein
JKDPDCFA_01947	CDS	93				hypothetical protein
JKDPDCFA_01948	CDS	342				hypothetical protein
JKDPDCFA_01949	CDS	282				hypothetical protein
JKDPDCFA_01950	CDS	702				hypothetical protein
JKDPDCFA_01951	CDS	1035				hypothetical protein
JKDPDCFA_01952	CDS	1170				hypothetical protein
JKDPDCFA_01953	CDS	567				hypothetical protein
JKDPDCFA_01954	CDS	1101				hypothetical protein
JKDPDCFA_01955	CDS	720				hypothetical protein
JKDPDCFA_01956	CDS	963				hypothetical protein
JKDPDCFA_01957	CDS	1197				hypothetical protein
JKDPDCFA_01958	CDS	285				hypothetical protein
JKDPDCFA_01959	CDS	873				hypothetical protein
JKDPDCFA_01960	CDS	1263				putative MFS-type transporter
JKDPDCFA_01961	CDS	432				hypothetical protein
JKDPDCFA_01962	CDS	327				hypothetical protein
JKDPDCFA_01963	CDS	1377	glgX	3.2.1.-	COG1523	Glycogen operon protein GlgX 
JKDPDCFA_01964	CDS	1242		3.1.4.-	COG2206	Cyclic di-GMP phosphodiesterase
JKDPDCFA_01965	CDS	951	lipA	2.8.1.8	COG0320	Lipoyl synthase
JKDPDCFA_01966	CDS	672	gpmA	5.4.2.11	COG0588	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
JKDPDCFA_01967	CDS	159				hypothetical protein
JKDPDCFA_01968	CDS	498				hypothetical protein
JKDPDCFA_01969	CDS	99				hypothetical protein
JKDPDCFA_01970	CDS	1335	rhlE	3.6.4.13	COG0513	ATP-dependent RNA helicase RhlE
JKDPDCFA_01971	CDS	720	puuD	3.5.1.94	COG2071	Gamma-glutamyl-gamma-aminobutyrate hydrolase PuuD
JKDPDCFA_01972	CDS	945	murI	5.1.1.3		Glutamate racemase
JKDPDCFA_01973	CDS	1029	nagZ	3.2.1.52		Beta-hexosaminidase
JKDPDCFA_01974	CDS	597		3.6.1.66	COG0127	dITP/XTP pyrophosphatase
JKDPDCFA_01975	CDS	738	rph	2.7.7.56	COG0689	Ribonuclease PH
JKDPDCFA_01976	CDS	897				hypothetical protein
JKDPDCFA_01977	CDS	1932	yheS		COG0488	putative ABC transporter ATP-binding protein YheS
JKDPDCFA_01978	CDS	459	hspA		COG0071	Spore protein SP21
JKDPDCFA_01979	CDS	897				hypothetical protein
JKDPDCFA_01980	CDS	618				hypothetical protein
JKDPDCFA_01981	CDS	333				hypothetical protein
JKDPDCFA_01982	CDS	1422				hypothetical protein
JKDPDCFA_01983	CDS	576	rnhA	3.1.26.4		Ribonuclease H
JKDPDCFA_01984	CDS	789				hypothetical protein
JKDPDCFA_01985	tRNA	75				tRNA-Met(cat)
JKDPDCFA_01986	CDS	1797	rpoD		COG0568	RNA polymerase sigma factor RpoD
JKDPDCFA_01987	CDS	1386	dnaG	2.7.7.-		DNA primase
JKDPDCFA_01988	CDS	483	yqeY		COG1610	putative protein YqeY
JKDPDCFA_01989	CDS	198	rpsU		COG0828	30S ribosomal protein S21
JKDPDCFA_01990	CDS	309	hup_1			DNA-binding protein HU
JKDPDCFA_01991	CDS	357			COG0537	putative HIT-like protein
JKDPDCFA_01992	CDS	702	hisI	3.5.4.19		Histidine biosynthesis bifunctional protein HisIE
JKDPDCFA_01993	CDS	768	hisF	4.3.2.10	COG0107	Imidazole glycerol phosphate synthase subunit HisF
JKDPDCFA_01994	CDS	744	priA_1	5.3.1.16	COG0106	Phosphoribosyl isomerase A
JKDPDCFA_01995	CDS	636	hisH	4.3.2.10		Imidazole glycerol phosphate synthase subunit HisH
JKDPDCFA_01996	CDS	633	hisB	4.2.1.19	COG0131	Imidazoleglycerol-phosphate dehydratase
JKDPDCFA_01997	CDS	1080	hisC2	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase 2
JKDPDCFA_01998	CDS	1338	hisD	1.1.1.23	COG0141	Histidinol dehydrogenase
JKDPDCFA_01999	CDS	618	hisG	2.4.2.17	COG0040	ATP phosphoribosyltransferase
JKDPDCFA_02000	CDS	1329	murA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
JKDPDCFA_02001	CDS	882	prmC	2.1.1.297		Release factor glutamine methyltransferase
JKDPDCFA_02002	CDS	1086	prfA		COG0216	Peptide chain release factor 1
JKDPDCFA_02003	CDS	207	rpmE		COG0254	50S ribosomal protein L31
JKDPDCFA_02004	CDS	1251	rho	3.6.4.-	COG1158	Transcription termination factor Rho
JKDPDCFA_02005	CDS	555				hypothetical protein
JKDPDCFA_02006	CDS	666	hdaH	3.5.1.-		Histone deacetylase-like amidohydrolase
JKDPDCFA_02007	CDS	453				hypothetical protein
JKDPDCFA_02008	CDS	360				hypothetical protein
JKDPDCFA_02009	CDS	1008	fbp	3.1.3.11	COG0158	Fructose-1,6-bisphosphatase class 1
JKDPDCFA_02010	CDS	159				hypothetical protein
JKDPDCFA_02011	CDS	1509	safD	1.2.1.73	COG1012	Sulfoacetaldehyde dehydrogenase
JKDPDCFA_02012	CDS	1260				hypothetical protein
JKDPDCFA_02013	CDS	819	thyX	2.1.1.148	COG1351	Flavin-dependent thymidylate synthase
JKDPDCFA_02014	CDS	654	phoU		COG0704	Phosphate-specific transport system accessory protein PhoU 
JKDPDCFA_02015	CDS	753	pstB3	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB 3
JKDPDCFA_02016	CDS	912				hypothetical protein
JKDPDCFA_02017	CDS	1023	pstC		COG0573	Phosphate transport system permease protein PstC
JKDPDCFA_02018	CDS	165				hypothetical protein
JKDPDCFA_02019	CDS	1119	pstS1			Phosphate-binding protein PstS1
JKDPDCFA_02020	CDS	339				hypothetical protein
JKDPDCFA_02021	CDS	780	phoP_2		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
JKDPDCFA_02022	CDS	1644				hypothetical protein
JKDPDCFA_02023	CDS	315				hypothetical protein
JKDPDCFA_02024	CDS	1299	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
JKDPDCFA_02025	CDS	648				hypothetical protein
JKDPDCFA_02026	CDS	1572				hypothetical protein
JKDPDCFA_02027	CDS	1674	ubiB	2.7.-.-	COG0661	putative protein kinase UbiB
JKDPDCFA_02028	CDS	714				hypothetical protein
JKDPDCFA_02029	CDS	678				hypothetical protein
JKDPDCFA_02030	CDS	744				hypothetical protein
JKDPDCFA_02031	CDS	1470	bamB			Outer membrane protein assembly factor BamB
JKDPDCFA_02032	CDS	378				hypothetical protein
JKDPDCFA_02033	CDS	2271	mtgA	2.4.1.129		Biosynthetic peptidoglycan transglycosylase
JKDPDCFA_02034	tRNA	74				tRNA-Gln(ctg)
JKDPDCFA_02035	CDS	1101	bcsZ	3.2.1.4	COG3405	Endoglucanase
JKDPDCFA_02036	CDS	2214				hypothetical protein
JKDPDCFA_02037	CDS	951				hypothetical protein
JKDPDCFA_02038	CDS	1368			COG3039	IS5 family transposase ISLru1
JKDPDCFA_02039	CDS	1101	bcsA_2	2.4.1.12	COG1215	Cellulose synthase catalytic subunit [UDP-forming]
JKDPDCFA_02040	CDS	2895	bepA_6	3.4.-.-		Beta-barrel assembly-enhancing protease
JKDPDCFA_02041	CDS	1227				hypothetical protein
JKDPDCFA_02042	CDS	345				hypothetical protein
JKDPDCFA_02043	CDS	3420				hypothetical protein
JKDPDCFA_02044	CDS	1368				hypothetical protein
JKDPDCFA_02045	CDS	1755	ndhB_5	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
JKDPDCFA_02046	CDS	1653	nifA			Nif-specific regulatory protein
JKDPDCFA_02047	CDS	1017	fliM		COG1868	Flagellar motor switch protein FliM
JKDPDCFA_02048	CDS	1143	mdtA_3			Multidrug resistance protein MdtA
JKDPDCFA_02049	CDS	1209	macB	3.6.3.-	COG0577	Macrolide export ATP-binding/permease protein MacB
JKDPDCFA_02050	CDS	705	yknY	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
JKDPDCFA_02051	CDS	549	ppa	3.6.1.1		Inorganic pyrophosphatase
JKDPDCFA_02052	CDS	651				hypothetical protein
JKDPDCFA_02053	CDS	207				hypothetical protein
JKDPDCFA_02054	CDS	420				hypothetical protein
JKDPDCFA_02055	CDS	2901				hypothetical protein
JKDPDCFA_02056	CDS	654				hypothetical protein
JKDPDCFA_02057	CDS	417				hypothetical protein
JKDPDCFA_02058	CDS	1365				hypothetical protein
JKDPDCFA_02059	CDS	723				hypothetical protein
JKDPDCFA_02060	CDS	1113				hypothetical protein
JKDPDCFA_02061	CDS	1560				hypothetical protein
JKDPDCFA_02062	CDS	2343	tam_2	2.1.1.144		Trans-aconitate 2-methyltransferase
JKDPDCFA_02063	CDS	981				hypothetical protein
JKDPDCFA_02064	CDS	345				hypothetical protein
JKDPDCFA_02065	CDS	459	fliS		COG1516	Flagellar secretion chaperone FliS
JKDPDCFA_02066	CDS	1494	fliD		COG1345	B-type flagellar hook-associated protein 2
JKDPDCFA_02067	CDS	828	hag_1		COG1344	Flagellin
JKDPDCFA_02068	CDS	432	fliW		COG1699	Flagellar assembly factor FliW
JKDPDCFA_02069	CDS	243	csrA			Translational regulator CsrA
JKDPDCFA_02070	CDS	939				hypothetical protein
JKDPDCFA_02071	CDS	1686	flgK		COG1256	Flagellar hook-associated protein 1
JKDPDCFA_02072	CDS	456				hypothetical protein
JKDPDCFA_02073	CDS	360				hypothetical protein
JKDPDCFA_02074	CDS	861	hag_2		COG1344	Flagellin
JKDPDCFA_02075	CDS	366				hypothetical protein
JKDPDCFA_02076	CDS	1065	flgI			Flagellar P-ring protein
JKDPDCFA_02077	CDS	627				hypothetical protein
JKDPDCFA_02078	CDS	639				hypothetical protein
JKDPDCFA_02079	CDS	786	flgG_1		COG4786	Flagellar basal-body rod protein FlgG
JKDPDCFA_02080	CDS	804	flgG_2		COG4786	Flagellar basal-body rod protein FlgG
JKDPDCFA_02081	CDS	804				hypothetical protein
JKDPDCFA_02082	CDS	774	dapB	1.17.1.8	COG0289	4-hydroxy-tetrahydrodipicolinate reductase
JKDPDCFA_02083	CDS	888	dapA	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
JKDPDCFA_02084	CDS	498				hypothetical protein
JKDPDCFA_02085	CDS	1245	lysA	4.1.1.20	COG0019	Diaminopimelate decarboxylase
JKDPDCFA_02086	CDS	1404	argH	4.3.2.1	COG0165	Argininosuccinate lyase
JKDPDCFA_02087	CDS	1227	argG	6.3.4.5	COG0137	Argininosuccinate synthase
JKDPDCFA_02088	CDS	930	argF	2.1.3.3	COG0078	Ornithine carbamoyltransferase
JKDPDCFA_02089	CDS	1254	argD	2.6.1.11	COG4992	Acetylornithine aminotransferase
JKDPDCFA_02090	CDS	1044				hypothetical protein
JKDPDCFA_02091	CDS	1380	yajR		COG0477	Inner membrane transport protein YajR
JKDPDCFA_02092	CDS	189				hypothetical protein
JKDPDCFA_02093	CDS	117				hypothetical protein
JKDPDCFA_02094	CDS	864	ubiA	2.5.1.39	COG0382	4-hydroxybenzoate octaprenyltransferase
JKDPDCFA_02095	CDS	513				hypothetical protein
JKDPDCFA_02096	CDS	1593				hypothetical protein
JKDPDCFA_02097	CDS	234	ubiE_1	2.1.1.163	COG2226	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
JKDPDCFA_02098	CDS	510	ubiE_2	2.1.1.163	COG2226	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
JKDPDCFA_02099	CDS	879				hypothetical protein
JKDPDCFA_02100	CDS	1557	gppA	3.6.1.40		Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase
JKDPDCFA_02101	CDS	654	tmk_3	2.7.4.9	COG0125	Thymidylate kinase
JKDPDCFA_02102	CDS	690	tmk_4	2.7.4.9		Thymidylate kinase
JKDPDCFA_02103	CDS	510				hypothetical protein
JKDPDCFA_02104	CDS	477	rpiB	5.3.1.6	COG0698	Ribose-5-phosphate isomerase B
JKDPDCFA_02105	CDS	1245	glyA	2.1.2.1		Serine hydroxymethyltransferase
JKDPDCFA_02106	CDS	468	nrdR		COG1327	Transcriptional repressor NrdR
JKDPDCFA_02107	CDS	1986	priA_2	3.6.4.-		primosomal protein N'
JKDPDCFA_02108	CDS	1209				hypothetical protein
JKDPDCFA_02109	CDS	1251				hypothetical protein
JKDPDCFA_02110	CDS	750				hypothetical protein
JKDPDCFA_02111	CDS	516	resA_2			Thiol-disulfide oxidoreductase ResA
JKDPDCFA_02112	CDS	603	resA_3			Thiol-disulfide oxidoreductase ResA
JKDPDCFA_02113	CDS	852	ccsA_2			Cytochrome c biogenesis protein CcsA
JKDPDCFA_02114	CDS	1539	ccsB			Cytochrome c biogenesis protein CcsB
JKDPDCFA_02115	CDS	1557				hypothetical protein
JKDPDCFA_02116	CDS	774	mkl		COG1127	putative ribonucleotide transport ATP-binding protein mkl
JKDPDCFA_02117	CDS	768	mlaE_2		COG0767	Intermembrane phospholipid transport system permease protein MlaE
JKDPDCFA_02118	CDS	1221	alr1	5.1.1.1	COG0787	Alanine racemase 1
JKDPDCFA_02119	CDS	555	frr		COG0233	Ribosome-recycling factor
JKDPDCFA_02120	CDS	711	pyrH	2.7.4.22	COG0528	Uridylate kinase
JKDPDCFA_02121	CDS	597	tsf			Elongation factor Ts
JKDPDCFA_02122	CDS	780	rpsB		COG0052	30S ribosomal protein S2
JKDPDCFA_02123	CDS	1215	argJ		COG1364	Arginine biosynthesis bifunctional protein ArgJ
JKDPDCFA_02124	CDS	1032	argC	1.2.1.38		N-acetyl-gamma-glutamyl-phosphate reductase
JKDPDCFA_02125	CDS	408	rpsI		COG0103	30S ribosomal protein S9
JKDPDCFA_02126	CDS	456	rplM			50S ribosomal protein L13
JKDPDCFA_02127	CDS	1881				hypothetical protein
JKDPDCFA_02128	CDS	255	fdx_2		COG1145	Ferredoxin
JKDPDCFA_02129	CDS	456				hypothetical protein
JKDPDCFA_02130	CDS	399	folB	4.1.2.25	COG1539	Dihydroneopterin aldolase
JKDPDCFA_02131	CDS	843				hypothetical protein
JKDPDCFA_02132	CDS	1581	rng	3.1.26.-	COG1530	Ribonuclease G
JKDPDCFA_02133	CDS	1092	mrdB	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase MrdB
JKDPDCFA_02134	CDS	1935	mrdA	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase MrdA
JKDPDCFA_02135	CDS	495				hypothetical protein
JKDPDCFA_02136	CDS	846				hypothetical protein
JKDPDCFA_02137	CDS	1032	mreB		COG1077	Cell shape-determining protein MreB
JKDPDCFA_02138	CDS	450				hypothetical protein
JKDPDCFA_02139	CDS	696	rpe	5.1.3.1		Ribulose-phosphate 3-epimerase
JKDPDCFA_02140	CDS	888	htpX	3.4.24.-	COG0501	Protease HtpX 
JKDPDCFA_02141	CDS	960	fmt	2.1.2.9	COG0223	Methionyl-tRNA formyltransferase
JKDPDCFA_02142	CDS	534	def_1	3.5.1.88	COG0242	Peptide deformylase
JKDPDCFA_02143	CDS	432				hypothetical protein
JKDPDCFA_02144	CDS	693	estB	3.1.1.1	COG0400	Carboxylesterase 2
JKDPDCFA_02145	CDS	2070				hypothetical protein
JKDPDCFA_02146	CDS	1209	vgb_2	4.2.99.-		Virginiamycin B lyase
JKDPDCFA_02147	CDS	507				hypothetical protein
JKDPDCFA_02148	CDS	933	trxB	1.8.1.9	COG0492	Thioredoxin reductase
JKDPDCFA_02149	CDS	1473				hypothetical protein
JKDPDCFA_02150	CDS	1212	mdtA_4			Multidrug resistance protein MdtA
JKDPDCFA_02151	CDS	1368	atoC_4		COG2204	Regulatory protein AtoC
JKDPDCFA_02152	CDS	1005	gcvT_1	2.1.2.10		Aminomethyltransferase
JKDPDCFA_02153	CDS	3174	czcA_4			Cobalt-zinc-cadmium resistance protein CzcA
JKDPDCFA_02154	CDS	1092	macA		COG0845	Macrolide export protein MacA
JKDPDCFA_02155	CDS	1590		2.4.1.18	COG1543	1,4-alpha-glucan branching enzyme
JKDPDCFA_02156	CDS	1383				hypothetical protein
JKDPDCFA_02157	CDS	1005	galT	2.7.7.12	COG1085	Galactose-1-phosphate uridylyltransferase
JKDPDCFA_02158	CDS	2094	amyA	3.2.1.1	COG1449	Alpha-amylase 1
JKDPDCFA_02159	CDS	2154				hypothetical protein
JKDPDCFA_02160	CDS	1260	glgC	2.7.7.27	COG0448	Glucose-1-phosphate adenylyltransferase
JKDPDCFA_02161	CDS	228				hypothetical protein
JKDPDCFA_02162	CDS	309	nasE	1.7.1.4	COG2146	Assimilatory nitrite reductase [NAD(P)H] small subunit
JKDPDCFA_02163	CDS	663	trmR_2	2.1.1.-		tRNA 5-hydroxyuridine methyltransferase
JKDPDCFA_02164	CDS	1146		3.4.11.18		Methionine aminopeptidase 1, mitochondrial
JKDPDCFA_02165	CDS	696				hypothetical protein
JKDPDCFA_02166	CDS	1077	cusB_2			Cation efflux system protein CusB
JKDPDCFA_02167	CDS	3012	czcA_5			Cobalt-zinc-cadmium resistance protein CzcA
JKDPDCFA_02168	tRNA	75				tRNA-Val(gac)
JKDPDCFA_02169	CDS	276	hup_2		COG0776	DNA-binding protein HU
JKDPDCFA_02170	CDS	537				hypothetical protein
JKDPDCFA_02171	CDS	2151	clpB_1		COG0542	Chaperone protein ClpB
JKDPDCFA_02172	CDS	417	clpB_2		COG0542	Chaperone protein ClpB
JKDPDCFA_02173	CDS	327				hypothetical protein
JKDPDCFA_02174	CDS	855	cbpA		COG2214	Curved DNA-binding protein
JKDPDCFA_02175	CDS	1542	nadB	1.4.3.16	COG0029	L-aspartate oxidase
JKDPDCFA_02176	CDS	546				hypothetical protein
JKDPDCFA_02177	CDS	1425	gltX	6.1.1.17	COG0008	Glutamate--tRNA ligase
JKDPDCFA_02178	CDS	528				hypothetical protein
JKDPDCFA_02179	CDS	402				hypothetical protein
JKDPDCFA_02180	CDS	582				hypothetical protein
JKDPDCFA_02181	CDS	231				hypothetical protein
JKDPDCFA_02182	CDS	213				hypothetical protein
JKDPDCFA_02183	CDS	699				hypothetical protein
JKDPDCFA_02184	CDS	891				hypothetical protein
JKDPDCFA_02185	CDS	1221				hypothetical protein
JKDPDCFA_02186	CDS	285				hypothetical protein
JKDPDCFA_02187	CDS	306				hypothetical protein
JKDPDCFA_02188	CDS	699				hypothetical protein
JKDPDCFA_02189	CDS	867		1.2.7.10	COG1013	Oxalate oxidoreductase subunit beta
JKDPDCFA_02190	CDS	1239		1.2.7.10	COG0674	Oxalate oxidoreductase subunit alpha
JKDPDCFA_02191	CDS	588	dnaJ_3			Chaperone protein DnaJ
JKDPDCFA_02192	CDS	213				hypothetical protein
JKDPDCFA_02193	CDS	1314	hemL	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase
JKDPDCFA_02194	CDS	612	gmhA	5.3.1.28		Phosphoheptose isomerase
JKDPDCFA_02195	CDS	540		2.7.7.70	COG2870	D-beta-D-heptose 1-phosphate adenylyltransferase
JKDPDCFA_02196	CDS	3465	mfd_2	3.6.4.-		Transcription-repair-coupling factor
JKDPDCFA_02197	CDS	870				hypothetical protein
JKDPDCFA_02198	CDS	975	prsA	5.2.1.8		Foldase protein PrsA
JKDPDCFA_02199	CDS	1023	surA	5.2.1.8		Chaperone SurA
JKDPDCFA_02200	CDS	639	engB		COG0218	putative GTP-binding protein EngB
JKDPDCFA_02201	CDS	1269	anmK	2.7.1.170	COG2377	Anhydro-N-acetylmuramic acid kinase
JKDPDCFA_02202	CDS	762	murU	2.7.7.99	COG1208	N-acetylmuramate alpha-1-phosphate uridylyltransferase
JKDPDCFA_02203	CDS	1068	amgK	2.7.1.221	COG3178	N-acetylmuramate/N-acetylglucosamine kinase
JKDPDCFA_02204	CDS	1032				hypothetical protein
JKDPDCFA_02205	CDS	876	mutM	3.2.2.23	COG0266	Formamidopyrimidine-DNA glycosylase
JKDPDCFA_02206	CDS	726				hypothetical protein
JKDPDCFA_02207	tRNA	75				tRNA-Val(cac)
JKDPDCFA_02208	CDS	2931	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
JKDPDCFA_02209	CDS	540	lspA	3.4.23.36	COG0597	Lipoprotein signal peptidase
JKDPDCFA_02210	CDS	948	bepA_7	3.4.-.-		Beta-barrel assembly-enhancing protease
JKDPDCFA_02211	CDS	1023	rluD	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
JKDPDCFA_02212	CDS	1158				hypothetical protein
JKDPDCFA_02213	CDS	993	ispB	2.5.1.90	COG0142	Octaprenyl diphosphate synthase
JKDPDCFA_02214	CDS	321				hypothetical protein
JKDPDCFA_02215	CDS	732				hypothetical protein
JKDPDCFA_02216	CDS	816	suhB	3.1.3.25	COG0483	Inositol-1-monophosphatase
JKDPDCFA_02217	CDS	543				hypothetical protein
JKDPDCFA_02218	CDS	1563	ppcA	4.1.1.31		Phosphoenolpyruvate carboxylase
JKDPDCFA_02219	CDS	306				hypothetical protein
JKDPDCFA_02220	CDS	897	lpxC	3.5.1.108	COG0774	UDP-3-O-acyl-N-acetylglucosamine deacetylase
JKDPDCFA_02221	CDS	486				hypothetical protein
JKDPDCFA_02222	CDS	447				hypothetical protein
JKDPDCFA_02223	CDS	330	nqrF	7.2.1.1		Na(+)-translocating NADH-quinone reductase subunit F
JKDPDCFA_02224	CDS	234	tusA_1		COG0425	Sulfur carrier protein TusA
JKDPDCFA_02225	CDS	138				hypothetical protein
JKDPDCFA_02226	CDS	1131	rnc_2	3.1.26.3		Ribonuclease 3
JKDPDCFA_02227	CDS	798	dinG_1	3.1.-.-		3'-5' exonuclease DinG
JKDPDCFA_02228	CDS	1104	mnmA	2.8.1.13		tRNA-specific 2-thiouridylase MnmA
JKDPDCFA_02229	CDS	399				hypothetical protein
JKDPDCFA_02230	CDS	855	spo0J		COG1475	Stage 0 sporulation protein J
JKDPDCFA_02231	CDS	321	parA			Chromosome partitioning protein ParA
JKDPDCFA_02232	CDS	438	soj_2	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj
JKDPDCFA_02233	CDS	681	rsmG	2.1.1.170		Ribosomal RNA small subunit methyltransferase G
JKDPDCFA_02234	CDS	1818	mnmG		COG0445	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
JKDPDCFA_02235	CDS	1338	mnmE	3.6.-.-	COG0486	tRNA modification GTPase MnmE
JKDPDCFA_02236	CDS	1536	yidC			Membrane protein insertase YidC
JKDPDCFA_02237	CDS	453	rplI		COG0359	50S ribosomal protein L9
JKDPDCFA_02238	CDS	822				IS1380 family transposase ISLsp3
JKDPDCFA_02239	CDS	450				IS1380 family transposase ISLsp3
JKDPDCFA_02240	CDS	456	mscL		COG1970	Large-conductance mechanosensitive channel
JKDPDCFA_02241	CDS	834				hypothetical protein
JKDPDCFA_02242	CDS	1128	cbiD	2.1.1.195	COG1903	Cobalt-precorrin-5B C(1)-methyltransferase
JKDPDCFA_02243	CDS	672	cbiET_1		COG2241	Cobalamin biosynthesis bifunctional protein CbiET
JKDPDCFA_02244	CDS	618	cbiET_2		COG2241	Cobalamin biosynthesis bifunctional protein CbiET
JKDPDCFA_02245	CDS	1137	cbiG	3.7.1.12	COG2073	Cobalt-precorrin-5A hydrolase
JKDPDCFA_02246	CDS	822		2.1.1.272	COG1010	Cobalt-factor III methyltransferase
JKDPDCFA_02247	CDS	540	cobO	2.5.1.17		Corrinoid adenosyltransferase
JKDPDCFA_02248	CDS	555	def_2	3.5.1.88	COG0242	Peptide deformylase
JKDPDCFA_02249	CDS	756	pyrF	4.1.1.23	COG0284	Orotidine 5'-phosphate decarboxylase
JKDPDCFA_02250	CDS	876				hypothetical protein
JKDPDCFA_02251	CDS	417				hypothetical protein
JKDPDCFA_02252	CDS	384				hypothetical protein
JKDPDCFA_02253	CDS	675	resA_4			Thiol-disulfide oxidoreductase ResA
JKDPDCFA_02254	CDS	615	thpR	3.1.4.58		RNA 2',3'-cyclic phosphodiesterase
JKDPDCFA_02255	CDS	966				hypothetical protein
JKDPDCFA_02256	CDS	1152				hypothetical protein
JKDPDCFA_02257	CDS	852				hypothetical protein
JKDPDCFA_02258	CDS	1179			COG1850	Ribulose bisphosphate carboxylase-like protein
JKDPDCFA_02259	CDS	1689	hpnR	2.1.1.-	COG1032	Hopanoid C-3 methylase
JKDPDCFA_02260	CDS	573	bepA_8	3.4.-.-		Beta-barrel assembly-enhancing protease
JKDPDCFA_02261	CDS	576				hypothetical protein
JKDPDCFA_02262	CDS	1137				hypothetical protein
JKDPDCFA_02263	CDS	1056				hypothetical protein
JKDPDCFA_02264	CDS	426				hypothetical protein
JKDPDCFA_02265	CDS	549				hypothetical protein
JKDPDCFA_02266	CDS	513				hypothetical protein
JKDPDCFA_02267	CDS	237				hypothetical protein
JKDPDCFA_02268	CDS	951	nadA	2.5.1.72	COG0379	Quinolinate synthase A
JKDPDCFA_02269	CDS	1050	asd	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
JKDPDCFA_02270	CDS	1113	leuB	1.1.1.85	COG0473	3-isopropylmalate dehydrogenase
JKDPDCFA_02271	CDS	1599	leuA_1	2.3.3.13	COG0119	2-isopropylmalate synthase
JKDPDCFA_02272	CDS	837				hypothetical protein
JKDPDCFA_02273	CDS	654	psd	4.1.1.65	COG0688	Phosphatidylserine decarboxylase proenzyme
JKDPDCFA_02274	CDS	1020	ilvC	1.1.1.86	COG0059	Ketol-acid reductoisomerase (NADP(+))
JKDPDCFA_02275	CDS	2316	iolD	3.7.1.22		3D-(3,5/4)-trihydroxycyclohexane-1,2-dione hydrolase
